"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q16HiringManager","q24VimorEmacs"
"12626","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Automotive & Transportation","No","Vim"
"12627","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Architect","Insurance","Yes","Vim"
"12628","11 - 15 years old","35 - 44 years old","Female","College graduate","Computer Science","Senior developer","Software Specialist","Food & Beverage","No","Vim"
"12629","16 - 20 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Technology","No","Vim"
"12630","11 - 15 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Back-end Developer","Technology","Yes","Vim"
"12631","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Health Care","Yes","Vim"
"12632","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Food & Beverage","Yes","Vim"
"12633","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Professional Services","No","Vim"
"12634","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Travel, Tourism, Accommodation","Yes","Vim"
"12635","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Technology","Yes","Vim"
"12636","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Engineering manager","Full-stack Developer","Food & Beverage","Yes","Vim"
"12637","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Technology","No","Vim"
"12638","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Architect","Software Architect","Technology","Yes","Vim"
"12639","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12640","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Principal engineer","Software Specialist","Media","Yes","Vim"
"12641","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Web Developer","Technology","No","Emacs"
"12642","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Architect","Full-stack Developer","Insurance","Yes","Vim"
"12643","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Travel, Tourism, Accommodation","Yes","Vim"
"12644","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Software Architect","Automotive & Transportation","Yes","Vim"
"12645","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12646","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Technology","No","Emacs"
"12647","16 - 20 years old","25 - 34 years old","Female","College graduate","Computer Science","Engineering manager","Software Engineer","Financial Services","Yes","Vim"
"12648","21 - 25 years old","45 - 54 years old","Male","College graduate","Computer Science","Architect","Software Engineer","Technology","Yes","Emacs"
"12649","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Mobile Developer","Technology","No","Vim"
"12650","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Media","Yes","Vim"
"12651","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Architect","Technology","Yes","Emacs"
"12652","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Financial Services","Yes","Vim"
"12653","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Back-end Developer","Financial Services","No","Vim"
"12654","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Mobile Developer","Technology","Yes","Vim"
"12655","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Development Operations Engineer","Computer Hardware","Yes","Vim"
"12656","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Level 1 developer (junior)","Software Engineer","Financial Services","No","Vim"
"12657","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Web Developer","Technology","No","Vim"
"12658","21 - 25 years old","35 - 44 years old","Female","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Data Scientist","Technology","No","Vim"
"12659","16 - 20 years old","25 - 34 years old","Female","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Mobile Developer","Technology","No","Vim"
"12660","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Government","No","Vim"
"12661","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Principal engineer","Full-stack Developer","Technology","No","Emacs"
"12662","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","No","Vim"
"12663","16 - 20 years old","25 - 34 years old","Female","College graduate","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"12664","16 - 20 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Professional Services","Yes","Vim"
"12665","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Media","No","Vim"
"12666","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"12667","16 - 20 years old","25 - 34 years old","Female","College graduate","Computer Science","Senior developer","Software Engineer","Technology","No","Vim"
"12668","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Retail","Yes","Vim"
"12669","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Founder / CEO / CTO","Full-stack Developer","Technology","Yes","Vim"
"12670","11 - 15 years old","12 - 18 years old","Male","High school graduate","Other STEM (science, technology, engineering, math)","Student","Mobile Developer","Technology","No","Vim"
"12671","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Automotive & Transportation","No","Vim"
"12672","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Front-end Developer","Financial Services","No","Vim"
"12673","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"12674","16 - 20 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Principal engineer","Software Test Engineer","Technology","No","Vim"
"12675","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Principal engineer","Front-end Developer","Retail","No","Vim"
"12676","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","New grad","Full-stack Developer","Government","Yes","Emacs"
"12677","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Freelancer","Full-stack Developer","Technology","Yes","Vim"
"12678","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Architect","Financial Services","Yes","Vim"
"12679","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"12680","26 - 30 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Freelancer","Full-stack Developer","Technology","No","Vim"
"12681","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12682","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","No","Emacs"
"12683","11 - 15 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Architect","Software Architect","Technology","Yes","Vim"
"12684","11 - 15 years old","35 - 44 years old","Male","Some high school","Other STEM (science, technology, engineering, math)","Senior developer","Back-end Developer","Retail","Yes","Emacs"
"12685","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12686","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12687","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12688","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Media","No","Vim"
"12689","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Full-stack Developer","Government","No","Vim"
"12690","16 - 20 years old","55 - 64 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Director / VP of Engineering","Software Engineer","Technology","Yes","Vim"
"12691","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Architect","Data Engineer","Aerospace & Defense","Yes","Vim"
"12692","5 - 10 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Full-stack Developer","Technology","No","Vim"
"12693","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Government","No","Vim"
"12694","5 - 10 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","No","Vim"
"12695","16 - 20 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Web Developer","Technology","No","Emacs"
"12696","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Software Engineer","Automotive & Transportation","No","Emacs"
"12697","21 - 25 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Network Administrator","Government","Yes","Vim"
"12698","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Specialist","Technology","No","Vim"
"12699","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Media","Yes","Vim"
"12700","16 - 20 years old","25 - 34 years old","Male","High school graduate","Computer Science","Principal engineer","Software Engineer","Education","Yes","Vim"
"12701","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Technology","No","Vim"
"12702","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Front-end Developer","Technology","No","Vim"
"12703","11 - 15 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Director / VP of Engineering","Software Architect","Financial Services","Yes","Vim"
"12704","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","No","Vim"
"12705","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Principal engineer","Software Architect","Media","Yes","Vim"
"12706","11 - 15 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Back-end Developer","Education","No","Emacs"
"12707","11 - 15 years old","25 - 34 years old","Male","High school graduate","Computer Science","Principal engineer","Software Architect","Technology","Yes","Vim"
"12708","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Principal engineer","Software Engineer","Media","Yes","Vim"
"12709","16 - 20 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Specialist","Security","No","Vim"
"12710","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Financial Services","Yes","Vim"
"12711","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Technology","Yes","Vim"
"12712","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Health Care","Yes","Vim"
"12713","16 - 20 years old","25 - 34 years old","Male","High school graduate","Computer Science","Senior developer","Back-end Developer","Technology","Yes","Emacs"
"12714","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Freelancer","Unemployed","Education","No","Vim"
"12715","5 - 10 years old","35 - 44 years old","Male","High school graduate","Computer Science","Engineering manager","Software Test Engineer","Automotive & Transportation","Yes","Vim"
"12716","21 - 25 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Web Developer","Financial Services","No","Vim"
"12717","31 - 35 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Back-end Developer","Financial Services","Yes","Vim"
"12718","16 - 20 years old","35 - 44 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Software Engineer","Technology","Yes","Vim"
"12719","16 - 20 years old","25 - 34 years old","Male","High school graduate","Computer Science","Senior developer","Full-stack Developer","Retail","Yes","Vim"
"12720","11 - 15 years old","35 - 44 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Freelancer","Back-end Developer","Media","Yes","Vim"
"12721","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Travel, Tourism, Accommodation","Yes","Vim"
"12722","11 - 15 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12723","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Web Developer","Retail","Yes","Vim"
"12724","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Financial Services","No","Vim"
"12725","21 - 25 years old","25 - 34 years old","Male","Some high school","Other STEM (science, technology, engineering, math)","Engineering manager","Database Administrator","Financial Services","Yes","Emacs"
"12726","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Web Developer","Government","No","Vim"
"12727","11 - 15 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Student","Media","No","Vim"
"12728","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Principal engineer","Network Administrator","Technology","Yes","Vim"
"12729","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Emacs"
"12730","21 - 25 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Financial Services","Yes","Vim"
"12731","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Back-end Developer","Technology","No","Emacs"
"12732","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Back-end Developer","Education","No","Emacs"
"12733","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Back-end Developer","Technology","No","Emacs"
"12734","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"12735","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Data Engineer","Food & Beverage","Yes","Vim"
"12736","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Mobile Developer","Technology","Yes","Vim"
"12737","21 - 25 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Education","No","Vim"
"12738","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Back-end Developer","Health Care","No","Vim"
"12739","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Freelancer","Web Developer","Technology","Yes","Vim"
"12740","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12741","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12742","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"12743","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Health Care","Yes","Vim"
"12744","16 - 20 years old","18 - 24 years old","Male","High school graduate","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"12745","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12746","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Web Developer","Technology","No","Vim"
"12747","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Principal engineer","Full-stack Developer","Non-Profit","Yes","Vim"
"12748","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Back-end Developer","Technology","Yes","Vim"
"12749","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12750","21 - 25 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"12751","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Student","Student","Education","No","Emacs"
"12752","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Emacs"
"12753","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Emacs"
"12754","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Non-Profit","No","Emacs"
"12755","16 - 20 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Education","No","Vim"
"12756","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Emacs"
"12757","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12758","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Development Operations Engineer","Technology","Yes","Emacs"
"12759","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Back-end Developer","Financial Services","Yes","Vim"
"12760","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12761","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12762","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Mobile Developer","Education","No","Emacs"
"12763","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Founder / CEO / CTO","Front-end Developer","Education","Yes","Vim"
"12764","16 - 20 years old","25 - 34 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Back-end Developer","Non-Profit","No","Vim"
"12765","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Freelancer","Web Developer","Technology","No","Vim"
"12766","16 - 20 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Education","No","Vim"
"12767","11 - 15 years old","12 - 18 years old","Male","Some high school","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"12768","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12769","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Web Developer","Technology","No","Vim"
"12770","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Web Developer","Technology","No","Vim"
"12771","16 - 20 years old","18 - 24 years old","Female","Some college","Computer Science","Student","Student","Education","No","Emacs"
"12772","21 - 25 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12773","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12774","21 - 25 years old","25 - 34 years old","Male","High school graduate","Computer Science","Level 1 developer (junior)","Web Developer","Technology","No","Vim"
"12775","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12776","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Data Scientist","Technology","No","Vim"
"12777","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Financial Services","Yes","Vim"
"12778","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"12779","21 - 25 years old","18 - 24 years old","Female","College graduate","Computer Science","New grad","Software Engineer","Technology","No","Vim"
"12780","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","New grad","Unemployed","Technology","Yes","Vim"
"12781","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12782","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"12783","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Automotive & Transportation","No","Vim"
"12784","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Full-stack Developer","Non-Profit","No","Vim"
"12785","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Web Developer","Technology","Yes","Vim"
"12786","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Software Engineer","Technology","No","Emacs"
"12787","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Emacs"
"12788","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12789","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12790","21 - 25 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","No","Vim"
"12791","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12792","11 - 15 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Technology","No","Vim"
"12793","26 - 30 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"12794","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12795","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Back-end Developer","Technology","Yes","Vim"
"12796","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Emacs"
"12797","16 - 20 years old","25 - 34 years old","Male","High school graduate","Computer Science","Level 1 developer (junior)","Back-end Developer","Technology","Yes","Emacs"
"12798","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12799","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Health Care","No","Vim"
"12800","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Mobile Developer","Technology","No","Vim"
"12801","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Freelancer","Mobile Developer","Technology","Yes","Vim"
"12802","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Front-end Developer","Technology","No","Vim"
"12803","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"12804","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Mobile Developer","Technology","Yes","Vim"
"12805","21 - 25 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Software Architect","Technology","No","Vim"
"12806","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Emacs"
"12807","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Emacs"
"12808","21 - 25 years old","35 - 44 years old","Male","High school graduate","Computer Science","Senior developer","Software Architect","Technology","Yes","Emacs"
"12809","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Full-stack Developer","Government","No","Vim"
"12810","21 - 25 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Freelancer","Software Engineer","Financial Services","Yes","Vim"
"12811","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"12812","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12813","16 - 20 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Education","No","Vim"
"12814","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"12815","11 - 15 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Data Scientist","Computer Hardware","Yes","Vim"
"12816","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Mobile Developer","Technology","No","Vim"
"12817","16 - 20 years old","18 - 24 years old","Male","Some college","Computer Science","Student","Student","Education","No","Vim"
"12818","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Senior developer","Web Developer","Automotive & Transportation","Yes","Vim"
"12819","21 - 25 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Mobile Developer","Government","Yes","Vim"
"12820","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"12821","16 - 20 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Education","No","Emacs"
"12822","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Mobile Developer","Technology","Yes","Vim"
"12823","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"12824","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Back-end Developer","Technology","Yes","Vim"
"12825","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Freelancer","Mobile Developer","Technology","Yes","Vim"
"12826","16 - 20 years old","18 - 24 years old","Female","College graduate","Computer Science","Student","Student","Education","No","Vim"
"12827","21 - 25 years old","18 - 24 years old","Male","Vocational training (like bootcamp)","Computer Science","Founder / CEO / CTO","Software Engineer","Technology","Yes","Vim"
"12828","21 - 25 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Education","No","Emacs"
