"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q24VimorEmacs"
"13535","3","3","1","1","1",1,"18","14","2"
"13536","2","6","1","5","1",5,"4","14","1"
"13537","2","4","1","5","1",3,"1","5","1"
"13538","3","3","1","5","1",1,"18","11","1"
"13539","2","3","2","5","1",1,"18","14","1"
"13540","3","3","2","7","1",4,"2","14","1"
"13541","3","3","1","7","1",1,"18","14","1"
"13542","1","5","1","3","2",6,"3","14","1"
"13543","2","3","1","3","1",1,"18","14","1"
"13544","3","3","2","3","1",1,"18","10","1"
"13545","3","3","1","5","1",4,"9","7","1"
"13546","2","5","2","5","1",9,"13","5","2"
"13547","2","5","1","7","2",2,"19","14","1"
"13548","3","4","2","7","1",4,"9","3","1"
"13549","2","4","1","5","2",5,"4","10","1"
"13550","3","3","1","5","2",1,"18","14","1"
"13551","3","3","1","3","1",3,"19","14","1"
"13552","4","7","1","7","2",5,"9","8","2"
"13553","2","5","1","7","1",5,"9","3","1"
"13554","1","4","1","5","1",1,"18","14","1"
"13555","3","3","1","5","1",4,"3","14","1"
"13556","2","4","2","7","1",5,"2","4","1"
"13557","4","5","2","5","2",5,"7","14","1"
"13558","2","3","1","6","1",6,"9","14","2"
"13559","3","3","2","5","2",1,"6","4","2"
"13560","2","3","1","5","1",5,"7","14","1"
"13561","4","4","1","5","2",5,"3","9","1"
"13562","5","4","1","5","1",2,"3","4","1"
"13563","3","3","1","5","1",1,"3","14","1"
"13564","2","4","1","2","1",8,"7","14","1"
"13565","4","4","1","7","1",5,"2","14","1"
"13566","1","4","1","7","1",5,"3","5","1"
"13567","3","5","1","6","1",8,"11","14","1"
"13568","3","3","2","5","1",4,"3","5","1"
"13569","2","4","1","5","1",7,"11","14","2"
"13570","3","4","1","7","1",5,"4","8","2"
"13571","4","4","1","5","1",2,"3","14","1"
"13572","3","3","1","5","1",1,"18","3","1"
"13573","4","4","1","7","2",4,"5","5","1"
"13574","2","4","1","3","1",1,"4","4","1"
"13575","3","3","1","5","1",1,"18","5","1"
"13576","3","3","1","2","1",1,"18","4","1"
"13577","3","4","1","5","1",4,"9","14","1"
"13578","2","5","1","2","1",10,"3","11","1"
"13579","4","5","1","7","1",5,"3","10","1"
"13580","2","5","1","7","2",5,"14","3","1"
"13581","3","4","1","6","1",5,"2","9","1"
"13582","2","4","1","5","1",5,"4","12","1"
"13583","2","2","1","7","1",1,"18","6","2"
"13584","3","3","1","5","1",1,"18","4","1"
"13585","2","2","1","1","1",1,"18","14","2"
"13586","2","5","1","5","1",5,"8","14","1"
"13587","2","3","1","3","1",1,"18","4","1"
"13588","3","3","2","7","1",1,"9","14","1"
"13589","2","3","1","3","1",1,"18","4","2"
"13590","2","3","3","2","1",7,"11","2","1"
"13591","3","3","1","5","1",1,"7","10","1"
"13592","8","5","1","7","2",4,"5","7","1"
"13593","3","3","1","6","1",1,"4","14","2"
"13594","3","4","1","5","2",5,"7","14","2"
"13595","2","3","1","7","1",4,"7","14","2"
"13596","2","4","1","3","2",7,"11","7","1"
"13597","3","4","1","7","2",2,"6","4","1"
"13598","4","4","1","5","1",6,"2","5","2"
"13599","2","6","1","7","1",7,"11","5","1"
"13600","3","2","1","2","1",4,"3","3","2"
"13601","3","3","1","5","2",2,"19","5","1"
"13602","2","4","1","7","1",10,"11","10","1"
"13603","1","6","1","5","1",5,"10","7","1"
"13604","3","4","1","5","2",9,"4","5","1"
"13605","3","5","1","7","2",9,"4","5","1"
"13606","4","4","1","6","1",1,"18","4","1"
"13607","3","3","2","3","1",1,"18","14","1"
"13608","2","4","1","3","1",5,"7","10","1"
"13609","3","5","3","7","2",3,"8","8","2"
"13610","3","5","1","5","1",6,"9","14","1"
"13611","3","3","2","5","1",1,"9","2","1"
"13612","1","4","1","7","2",10,"9","14","1"
"13613","3","4","1","5","1",5,"7","2","1"
"13614","3","4","1","7","1",4,"9","9","1"
"13615","2","6","1","7","1",7,"11","8","1"
"13616","2","4","1","7","2",4,"9","4","2"
"13617","3","3","1","5","2",3,"12","14","1"
"13618","2","3","2","2","2",1,"18","3","2"
"13619","3","3","1","5","2",1,"9","14","1"
"13620","2","3","1","5","1",1,"18","4","1"
"13621","4","4","1","6","2",1,"18","14","1"
"13622","3","3","1","7","1",1,"18","14","1"
"13623","2","4","1","6","1",5,"17","5","1"
"13624","4","4","1","5","1",4,"3","5","1"
"13625","2","5","2","7","2",1,"18","4","1"
"13626","1","4","1","3","1",3,"4","14","1"
"13627","1","4","1","5","1",5,"4","7","1"
"13628","3","5","1","2","1",5,"3","2","2"
"13629","3","3","1","5","2",4,"3","3","1"
"13630","3","4","2","5","1",5,"4","14","1"
"13631","3","5","1","7","2",5,"9","14","1"
"13632","3","4","1","5","1",5,"8","16","1"
"13633","3","4","1","7","1",4,"9","14","1"
"13634","3","5","1","6","1",5,"4","14","1"
"13635","2","4","1","7","1",6,"11","15","1"
"13636","1","5","1","5","1",10,"4","14","1"
"13637","3","3","1","5","1",1,"18","5","1"
"13638","2","3","1","3","1",1,"1","3","1"
"13639","1","4","1","7","1",1,"18","4","1"
"13640","1","3","1","5","1",4,"9","14","1"
"13641","2","6","1","3","1",6,"9","14","1"
"13642","3","4","1","3","1",6,"14","5","1"
"13643","3","5","1","7","1",5,"9","14","1"
"13644","3","5","1","6","1",7,"9","14","1"
"13645","2","4","1","5","1",7,"13","5","1"
"13646","3","4","1","5","1",4,"3","14","1"
"13647","2","4","1","6","2",5,"8","14","1"
"13648","3","4","1","7","1",5,"4","14","2"
"13649","4","4","1","5","1",4,"4","10","2"
"13650","4","5","1","5","2",5,"3","12","2"
"13651","4","3","1","5","2",2,"6","13","1"
"13652","4","4","1","6","1",4,"2","14","1"
"13653","2","3","1","7","1",1,"18","14","1"
"13654","2","4","1","7","1",1,"3","14","2"
"13655","3","3","1","3","2",1,"9","14","2"
"13656","2","4","1","6","1",6,"9","12","1"
"13657","3","4","1","5","1",5,"3","10","1"
"13658","1","5","1","6","1",6,"4","5","1"
"13659","3","3","1","5","1",1,"4","5","1"
"13660","3","4","1","7","1",5,"4","10","1"
"13661","3","4","1","6","2",4,"4","5","1"
"13662","2","5","1","6","1",5,"9","1","1"
"13663","3","4","1","7","2",5,"3","14","1"
"13664","4","3","1","5","1",1,"18","4","1"
"13665","3","6","1","7","1",4,"9","4","2"
"13666","3","3","1","5","1",4,"4","12","1"
"13667","1","2","1","1","1",1,"18","4","2"
"13668","3","4","1","3","1",5,"4","20","1"
"13669","4","4","1","5","1",4,"4","4","1"
"13670","4","3","1","4","1",2,"9","14","1"
"13671","2","5","1","7","2",3,"4","2","1"
"13672","3","3","2","2","1",4,"1","10","2"
"13673","3","4","1","2","2",4,"2","14","1"
"13674","3","4","1","5","1",2,"4","14","1"
"13675","3","3","1","5","1",5,"7","14","1"
"13676","2","2","1","7","1",1,"18","14","1"
"13677","2","4","1","5","1",4,"9","15","1"
"13678","3","4","1","5","1",5,"9","3","2"
"13679","4","4","1","3","1",4,"4","14","1"
"13680","2","3","1","7","1",1,"18","4","1"
"13681","2","3","1","7","1",1,"18","4","1"
"13682","2","3","1","5","1",1,"18","14","1"
"13683","3","3","1","5","1",4,"4","5","1"
"13684","3","3","1","5","1",2,"4","14","1"
"13685","4","4","1","5","1",1,"19","4","1"
"13686","2","5","1","5","1",4,"17","5","1"
"13687","3","5","1","5","1",5,"6","14","1"
"13688","2","6","1","7","2",5,"14","14","1"
"13689","4","5","1","5","1",10,"9","14","1"
"13690","3","4","2","7","1",4,"9","14","1"
"13691","4","3","1","6","1",1,"18","4","1"
"13692","3","4","1","6","1",5,"4","4","1"
"13693","3","3","1","5","1",4,"7","5","1"
"13694","3","4","1","5","1",5,"4","14","1"
"13695","2","2","1","7","1",1,"18","14","1"
"13696","3","3","1","6","1",1,"18","4","1"
"13697","3","4","1","5","2",5,"9","14","1"
"13698","1","4","1","2","1",5,"4","2","1"
"13699","3","4","1","5","1",5,"13","14","1"
"13700","2","4","3","6","1",6,"9","5","1"
"13701","4","4","1","6","2",5,"9","5","2"
"13702","2","6","1","3","2",7,"11","8","1"
"13703","3","4","1","6","2",5,"9","5","2"
"13704","3","3","1","3","1",4,"2","14","1"
"13705","1","4","1","6","1",10,"4","10","1"
"13706","3","4","1","5","1",1,"3","7","2"
"13707","3","4","1","7","1",5,"4","5","2"
"13708","3","4","1","6","1",5,"3","10","1"
"13709","3","3","1","5","1",1,"18","14","2"
"13710","2","3","1","3","2",1,"18","14","2"
"13711","4","4","1","7","2",5,"19","14","1"
"13712","1","5","1","5","2",7,"11","14","1"
"13713","4","4","1","5","1",1,"9","14","1"
"13714","4","6","1","7","2",5,"9","5","1"
"13715","1","4","1","5","1",5,"2","14","1"
"13716","3","5","1","5","1",5,"3","10","1"
"13717","3","3","1","3","1",1,"7","12","1"
"13718","3","3","1","5","1",1,"18","14","1"
"13719","4","6","1","5","1",5,"9","14","1"
"13720","2","4","1","3","1",7,"2","14","1"
"13721","3","4","1","5","1",5,"7","14","1"
"13722","3","3","1","7","1",1,"3","4","1"
"13723","2","5","1","5","1",5,"3","5","1"
"13724","3","4","1","6","1",10,"7","14","2"
"13725","3","3","1","6","1",1,"1","14","1"
"13726","3","4","1","3","1",5,"2","14","1"
"13727","4","4","1","7","1",5,"4","14","1"
"13728","3","3","1","6","1",1,"7","13","1"
"13729","3","4","1","5","1",5,"4","8","1"
"13730","3","3","1","5","1",4,"4","1","1"
"13731","2","3","1","5","2",4,"13","5","1"
"13732","2","5","1","6","1",5,"3","19","1"
"13733","3","4","1","3","1",4,"11","1","1"
"13734","3","3","1","3","1",1,"18","14","1"
"13735","4","4","1","5","2",5,"3","5","1"
"13736","3","3","1","5","1",1,"18","3","2"
"13737","3","3","1","6","1",2,"9","16","1"
"13738","2","4","1","7","1",5,"9","14","1"
"13739","7","5","1","5","1",7,"12","3","1"
"13740","2","6","2","7","1",9,"11","14","1"
"13741","3","3","1","5","1",1,"18","14","1"
"13742","3","5","1","7","2",6,"7","14","1"
"13743","3","4","1","6","2",5,"8","5","1"
"13744","3","5","2","5","1",5,"3","5","1"
"13745","3","4","1","5","1",5,"4","14","1"
"13746","2","3","1","7","1",1,"18","4","1"
"13747","3","3","2","3","1",1,"9","14","1"
"13748","3","4","1","7","2",5,"3","14","1"
"13749","2","4","1","5","2",4,"10","14","1"
"13750","1","4","1","7","2",6,"13","2","1"
"13751","1","4","1","3","1",5,"4","5","1"
"13752","2","7","1","5","2",6,"4","7","1"
"13753","3","3","1","7","1",1,"9","4","1"
"13754","3","4","1","3","1",5,"4","14","1"
"13755","2","3","1","3","1",1,"18","4","1"
"13756","3","4","1","7","1",5,"2","15","1"
"13757","5","4","1","2","1",5,"4","4","2"
"13758","2","3","1","1","2",7,"2","2","2"
"13759","2","6","1","6","1",9,"11","14","1"
"13760","3","4","1","7","1",5,"13","14","1"
"13761","3","5","1","5","1",5,"3","14","1"
"13762","5","4","1","6","2",1,"18","14","1"
"13763","3","4","1","7","1",5,"11","14","1"
"13764","3","4","1","3","1",5,"13","5","1"
"13765","7","5","1","5","2",6,"13","12","2"
"13766","3","4","3","7","2",4,"8","4","1"
"13767","3","4","1","7","1",5,"9","14","1"
"13768","3","5","1","5","2",8,"9","14","1"
"13769","3","3","1","5","1",1,"18","4","2"
"13770","3","3","1","7","1",1,"18","4","1"
"13771","2","3","1","5","1",3,"1","14","1"
"13772","3","3","1","3","2",1,"18","14","1"
"13773","1","4","1","6","2",5,"7","10","1"
"13774","2","4","1","5","2",5,"9","8","1"
"13775","4","4","1","5","2",5,"9","14","2"
"13776","3","4","1","6","2",7,"11","14","1"
"13777","3","4","1","5","1",5,"4","8","1"
"13778","1","4","1","1","1",5,"3","14","1"
"13779","3","4","1","7","2",5,"9","14","1"
"13780","2","3","1","3","1",4,"4","5","2"
"13781","4","4","2","5","1",1,"4","14","1"
"13782","2","4","1","6","1",3,"1","14","1"
"13783","3","5","1","6","2",4,"2","14","1"
"13784","3","4","1","5","1",6,"3","20","1"
"13785","3","3","2","5","1",4,"9","5","1"
"13786","2","4","1","3","1",6,"2","2","1"
"13787","3","4","1","5","2",2,"7","14","1"
"13788","3","4","2","5","1",4,"9","14","1"
"13789","2","4","1","7","1",6,"9","10","1"
"13790","3","3","1","5","1",1,"18","14","1"
"13791","2","3","1","1","1",1,"18","3","1"
"13792","2","3","1","3","1",4,"4","14","1"
"13793","3","5","1","5","2",7,"11","10","2"
"13794","2","5","1","6","1",10,"4","7","2"
"13795","3","3","1","7","1",1,"18","4","1"
"13796","3","3","1","5","2",4,"3","14","1"
"13797","4","5","1","7","1",6,"4","5","1"
"13798","3","4","1","7","1",5,"4","14","1"
"13799","3","5","2","5","2",10,"4","14","1"
"13800","2","4","1","7","1",5,"3","2","1"
"13801","2","5","1","6","1",5,"9","14","1"
"13802","2","3","1","5","1",4,"2","5","1"
"13803","5","5","1","7","1",4,"9","3","1"
"13804","4","4","1","5","1",7,"11","5","1"
"13805","2","4","1","5","1",5,"9","8","1"
"13806","3","3","1","3","1",1,"18","4","1"
"13807","2","3","1","7","1",1,"18","14","1"
"13808","4","5","1","6","2",5,"9","7","1"
"13809","3","4","2","7","1",4,"9","14","1"
"13810","1","5","1","4","1",5,"8","7","1"
"13811","3","3","1","3","1",4,"9","14","1"
"13812","1","5","1","2","2",7,"14","8","1"
"13813","2","3","1","5","1",1,"18","1","1"
"13814","4","4","1","5","2",5,"4","14","1"
"13815","2","4","1","5","1",5,"9","12","2"
"13816","3","3","1","3","1",1,"18","14","1"
"13817","3","4","2","5","1",4,"9","14","1"
"13818","2","3","1","3","1",1,"18","14","1"
"13819","3","4","1","7","1",5,"4","5","1"
"13820","2","4","1","7","1",2,"9","5","1"
"13821","3","7","1","7","1",5,"9","5","2"
"13822","3","4","1","5","1",10,"11","14","1"
"13823","3","5","1","5","1",7,"6","14","1"
"13824","1","2","1","7","2",1,"18","4","2"
"13825","3","3","1","5","1",1,"18","4","1"
"13826","2","2","1","6","1",1,"18","4","1"
"13827","5","5","1","5","1",5,"9","1","1"
"13828","2","4","1","7","1",5,"4","2","2"
"13829","4","4","1","7","2",4,"4","20","1"
"13830","1","5","1","5","1",5,"3","12","1"
"13831","3","4","2","1","1",6,"11","7","1"
"13832","2","5","1","7","2",8,"9","10","1"
"13833","3","4","1","5","1",5,"3","12","1"
"13834","2","4","1","3","2",4,"9","16","1"
"13835","4","4","3","7","1",5,"10","2","1"
"13836","1","5","1","7","1",5,"9","13","1"
"13837","2","2","1","5","1",1,"18","14","1"
"13838","3","3","2","5","1",1,"18","14","1"
"13839","3","4","1","7","1",4,"4","20","1"
"13840","2","4","1","7","1",5,"9","2","2"
"13841","3","2","2","3","1",1,"18","4","1"
"13842","3","4","2","6","2",8,"4","14","2"
"13843","2","3","1","7","1",1,"18","14","2"
"13844","3","3","1","3","1",1,"18","14","2"
"13845","3","4","1","5","1",4,"7","14","1"
"13846","3","3","1","5","2",1,"18","4","1"
"13847","3","4","1","5","2",4,"10","13","1"
"13848","3","3","1","5","1",4,"7","12","1"
"13849","2","3","1","5","2",1,"9","7","2"
"13850","3","1","1","2","1",5,"6","3","1"
"13851","3","3","1","5","1",3,"4","14","1"
"13852","4","5","1","5","1",5,"11","2","1"
"13853","2","4","1","2","2",3,"9","2","1"
"13854","2","5","1","2","1",5,"4","12","1"
"13855","4","3","1","5","2",4,"9","4","2"
"13856","2","6","1","7","1",5,"9","5","1"
"13857","4","4","1","5","2",4,"4","4","1"
"13858","3","3","1","5","1",5,"19","14","2"
"13859","3","4","1","5","1",5,"9","14","1"
"13860","3","3","1","7","2",1,"18","14","1"
"13861","3","5","1","5","1",7,"11","2","1"
"13862","3","4","1","6","1",5,"10","12","1"
"13863","3","3","1","2","1",1,"18","4","1"
"13864","3","5","1","7","2",5,"9","1","1"
"13865","3","4","1","6","2",4,"2","5","2"
"13866","3","3","1","5","1",5,"3","9","1"
"13867","2","3","1","5","2",1,"9","14","1"
"13868","2","5","1","7","1",5,"9","14","1"
"13869","1","4","3","7","2",5,"3","14","2"
"13870","3","4","1","5","1",5,"4","4","2"
"13871","2","3","1","7","1",2,"9","14","1"
"13872","3","5","1","7","1",5,"9","14","1"
"13873","1","4","1","5","1",5,"9","5","2"
"13874","1","4","1","5","1",6,"9","14","2"
"13875","3","4","1","5","1",5,"9","8","1"
"13876","2","4","1","7","2",5,"7","15","1"
"13877","4","4","1","5","2",5,"1","12","1"
"13878","3","5","1","7","1",8,"9","4","1"
"13879","2","4","1","6","2",5,"9","2","1"
"13880","3","4","1","5","2",4,"9","8","1"
"13881","2","4","1","7","2",1,"18","14","1"
"13882","3","4","1","6","1",7,"11","10","2"
"13883","3","4","1","5","1",5,"3","10","1"
"13884","3","4","1","7","1",5,"11","5","2"
"13885","3","5","1","5","1",5,"9","4","1"
"13886","5","5","1","6","2",5,"15","8","1"
"13887","3","3","2","3","1",1,"18","14","1"
"13888","3","4","1","7","2",1,"18","1","1"
"13889","3","4","1","7","1",3,"9","9","1"
"13890","2","4","2","5","1",5,"4","14","1"
"13891","2","4","1","5","2",5,"9","14","2"
"13892","2","5","1","2","1",5,"4","5","1"
"13893","3","4","1","6","1",7,"4","7","1"
"13894","1","5","1","5","2",5,"9","5","1"
"13895","2","5","1","7","2",5,"3","14","1"
"13896","2","3","2","7","1",1,"18","4","2"
"13897","2","5","1","7","1",5,"4","8","1"
"13898","2","5","1","6","2",5,"9","5","1"
"13899","3","4","1","6","1",5,"7","7","1"
"13900","5","4","1","7","1",4,"3","12","2"
"13901","3","3","1","5","1",4,"7","6","1"
"13902","3","3","1","2","1",1,"4","14","1"
"13903","2","2","1","2","1",1,"19","14","2"
"13904","4","5","1","7","1",6,"3","14","1"
"13905","2","4","1","5","1",5,"3","12","1"
"13906","3","4","1","7","1",5,"2","12","1"
"13907","4","3","1","3","1",4,"1","12","1"
"13908","3","3","1","5","1",5,"9","12","1"
"13909","3","3","1","5","1",1,"3","14","1"
"13910","3","4","1","7","1",5,"7","12","1"
"13911","2","4","1","7","1",5,"9","14","1"
"13912","3","3","1","5","1",4,"1","14","2"
"13913","3","3","1","5","1",2,"3","12","1"
"13914","1","2","1","7","1",1,"19","14","2"
"13915","3","3","1","7","1",5,"3","14","1"
"13916","2","3","1","5","2",5,"4","7","1"
"13917","3","4","1","6","1",4,"9","14","1"
"13918","3","3","1","3","1",1,"1","4","2"
"13919","3","3","1","6","1",1,"9","14","1"
"13920","3","4","1","5","1",5,"9","14","1"
"13921","3","3","1","5","1",4,"5","5","2"
"13922","4","3","1","7","1",2,"19","3","2"
"13923","3","4","1","2","1",5,"9","10","1"
"13924","3","4","1","5","1",4,"9","14","1"
"13925","2","5","1","7","1",5,"9","2","2"
"13926","3","3","2","3","1",4,"4","12","1"
"13927","3","5","2","7","2",5,"6","14","2"
"13928","3","3","1","2","1",1,"18","14","1"
"13929","3","4","1","5","1",5,"4","10","2"
"13930","3","3","1","5","1",4,"7","8","1"
"13931","2","3","1","5","1",1,"19","11","1"
"13932","1","3","1","5","1",1,"18","14","1"
"13933","3","4","1","6","1",5,"3","14","1"
"13934","3","6","1","5","1",5,"13","8","1"
"13935","2","5","1","5","2",3,"4","5","2"
"13936","2","4","1","2","1",5,"2","14","2"
"13937","3","3","1","2","1",1,"18","14","1"
"13938","2","5","1","5","1",5,"9","5","1"
"13939","4","4","1","6","1",1,"18","8","1"
"13940","1","4","1","7","2",4,"3","14","2"
"13941","3","3","1","5","1",1,"7","14","1"
"13942","5","4","1","7","2",4,"4","10","1"
"13943","2","4","2","5","2",4,"4","2","1"
"13944","3","4","1","7","2",5,"9","14","1"
"13945","4","4","1","6","1",10,"7","4","1"
"13946","3","3","1","5","1",5,"4","5","1"
"13947","2","3","1","3","1",1,"18","13","1"
"13948","3","4","1","6","1",2,"7","10","2"
"13949","2","3","2","2","2",1,"18","14","1"
"13950","3","3","2","3","1",1,"18","5","1"
"13951","3","3","2","5","1",4,"9","14","1"
"13952","3","4","1","7","2",4,"5","5","1"
"13953","3","3","1","5","1",1,"18","14","1"
"13954","4","3","1","5","1",10,"5","14","2"
"13955","3","3","1","5","1",1,"18","4","2"
"13956","3","3","1","5","1",1,"1","4","1"
"13957","3","3","1","6","2",1,"18","14","1"
"13958","4","3","1","5","2",4,"9","14","1"
"13959","3","3","1","5","1",1,"18","14","1"
"13960","2","4","1","5","1",4,"9","14","1"
"13961","4","4","1","7","1",5,"9","5","1"
"13962","3","3","1","2","1",1,"18","4","2"
"13963","3","4","1","7","1",2,"10","10","1"
"13964","3","3","1","2","1",1,"1","14","2"
"13965","3","4","1","5","1",4,"4","14","1"
"13966","3","3","1","5","1",1,"18","4","1"
"13967","3","3","1","5","1",1,"18","14","1"
"13968","3","5","1","7","1",6,"11","14","1"
"13969","4","4","2","5","1",1,"18","14","1"
"13970","3","3","1","5","1",1,"1","14","1"
"13971","3","3","1","5","1",1,"7","14","2"
"13972","4","4","2","5","1",5,"3","14","1"
"13973","4","4","1","7","1",5,"9","8","2"
"13974","3","3","1","5","1",4,"3","14","1"
"13975","3","3","1","5","1",4,"9","12","1"
"13976","4","4","1","5","1",5,"7","14","1"
"13977","3","3","1","5","1",4,"3","14","2"
"13978","4","3","1","5","2",1,"18","14","1"
"13979","3","3","2","5","1",4,"10","14","1"
"13980","2","3","1","5","1",1,"18","4","1"
"13981","3","4","1","5","1",5,"1","5","2"
"13982","3","3","1","3","1",1,"3","14","2"
"13983","3","3","1","7","1",1,"18","4","1"
"13984","3","3","1","5","1",1,"18","14","1"
"13985","3","3","1","3","1",1,"18","4","1"
"13986","4","3","1","3","1",4,"9","4","1"
"13987","4","4","1","5","1",4,"1","5","2"
"13988","3","3","1","5","1",1,"18","4","1"
"13989","3","3","1","5","1",4,"9","14","1"
"13990","3","3","2","5","1",1,"18","4","2"
"13991","4","4","1","5","2",5,"3","5","1"
"13992","4","3","1","7","1",1,"18","4","1"
"13993","3","3","1","5","1",4,"9","14","1"
"13994","2","4","1","5","1",5,"9","14","1"
"13995","4","4","1","5","1",6,"3","14","1"
"13996","4","4","1","7","1",5,"4","14","1"
"13997","4","3","1","5","1",2,"9","14","1"
"13998","3","5","1","7","1",8,"9","10","1"
"13999","3","3","1","5","1",4,"9","6","1"
"14000","3","3","1","7","1",1,"18","4","1"
"14001","3","3","1","5","2",1,"6","1","2"
"14002","3","3","1","5","1",4,"9","14","1"
"14003","3","3","1","5","1",1,"18","4","1"
"14004","4","3","1","5","2",1,"18","14","2"
"14005","3","2","1","2","1",1,"18","4","1"
"14006","2","3","2","7","2",1,"18","4","1"
"14007","5","4","1","7","1",1,"19","14","1"
"14008","3","3","1","5","1",1,"18","14","1"
"14009","2","3","1","7","1",1,"18","4","2"
"14010","4","3","1","5","1",5,"4","14","1"
"14011","4","3","1","7","2",5,"6","5","1"
"14012","4","3","2","5","2",4,"1","14","1"
"14013","3","3","1","5","1",2,"19","14","1"
"14014","2","3","1","3","1",1,"4","4","1"
"14015","4","3","1","5","1",4,"3","14","1"
"14016","3","3","1","5","1",4,"9","14","2"
"14017","2","3","1","7","1",4,"6","8","2"
"14018","2","3","1","2","1",1,"18","4","2"
"14019","3","3","1","5","1",1,"18","4","1"
"14020","3","3","1","5","1",4,"15","14","2"
"14021","3","5","1","1","1",7,"2","6","1"
"14022","3","4","1","7","1",6,"11","14","1"
"14023","3","4","1","5","1",4,"10","14","1"
"14024","3","3","1","5","1",4,"3","14","1"
"14025","3","3","1","7","1",3,"1","14","1"
"14026","3","3","1","5","1",10,"4","4","1"
"14027","3","3","1","5","1",2,"7","14","1"
"14028","3","3","1","3","2",1,"18","14","2"
"14029","3","3","1","6","1",1,"1","14","1"
"14030","3","3","1","5","1",1,"18","4","2"
"14031","4","3","2","3","1",3,"10","14","1"
"14032","3","3","1","5","2",1,"18","14","1"
"14033","3","4","1","7","1",1,"18","14","1"
"14034","3","3","1","5","1",4,"9","8","1"
"14035","3","3","1","2","1",1,"18","4","1"
"14036","3","3","1","5","1",1,"18","4","1"
"14037","3","3","1","5","1",1,"18","4","1"
"14038","3","3","1","2","1",1,"1","4","1"
"14039","4","3","1","5","1",2,"9","8","2"
"14040","3","3","2","6","1",1,"18","4","1"
"14041","3","2","1","5","1",1,"18","14","1"
"14042","3","3","1","5","1",1,"18","4","1"
"14043","1","3","1","6","1",1,"18","4","2"
"14044","3","3","1","7","1",1,"18","4","1"
"14045","2","4","1","6","1",5,"2","14","1"
"14046","3","4","1","5","1",4,"2","9","1"
"14047","3","4","2","5","1",5,"3","14","1"
"14048","4","3","1","3","1",4,"2","14","2"
"14049","3","3","1","5","2",1,"18","4","1"
"14050","3","3","1","2","1",1,"18","11","1"
"14051","3","5","1","7","1",9,"13","5","2"
"14052","3","4","1","7","2",5,"9","14","1"
"14053","3","3","1","3","1",1,"18","4","1"
"14054","3","3","1","2","1",1,"16","13","1"
"14055","3","5","2","5","1",8,"9","14","2"
"14056","2","3","1","5","1",4,"9","14","1"
"14057","3","3","2","2","1",1,"18","14","2"
"14058","3","3","1","7","1",1,"18","14","2"
"14059","3","3","1","5","2",1,"18","4","1"
"14060","4","3","1","5","1",4,"9","5","1"
"14061","3","3","2","6","1",1,"18","4","1"
"14062","3","3","2","5","2",4,"9","2","1"
"14063","4","5","1","5","1",7,"8","16","1"
"14064","3","3","2","5","1",1,"18","14","1"
"14065","3","3","1","6","1",1,"18","14","1"
"14066","3","3","1","7","1",1,"9","1","1"
"14067","3","3","1","5","2",4,"3","5","1"
"14068","3","3","1","5","1",1,"18","4","1"
"14069","4","4","1","7","2",4,"9","5","1"
"14070","3","1","2","5","1",1,"18","4","2"
"14071","3","3","1","5","1",1,"18","14","1"
"14072","3","3","1","3","2",1,"18","4","1"
"14073","3","3","1","3","1",4,"9","8","1"
"14074","2","2","1","1","1",1,"18","4","1"
"14075","3","4","2","5","2",4,"10","14","1"
"14076","3","3","1","5","1",3,"4","14","1"
"14077","4","3","1","5","1",1,"19","14","2"
"14078","3","3","1","3","1",4,"16","13","1"
"14079","2","4","1","5","1",5,"1","14","1"
"14080","3","5","1","5","1",5,"9","5","1"
"14081","3","4","1","6","1",5,"2","7","1"
"14082","3","3","1","5","2",1,"18","4","2"
"14083","3","3","1","6","2",1,"18","14","1"
"14084","3","3","1","5","1",1,"7","14","1"
"14085","3","2","1","5","2",1,"18","4","1"
"14086","3","3","1","3","1",1,"9","4","1"
"14087","4","3","2","3","1",1,"1","14","2"
"14088","2","3","1","2","1",4,"2","14","1"
"14089","3","3","1","7","1",1,"18","14","1"
"14090","4","3","1","3","1",1,"18","14","1"
"14091","3","3","2","6","2",1,"9","4","1"
"14092","2","3","1","7","1",1,"18","14","1"
"14093","3","3","1","6","1",1,"1","4","1"
"14094","3","4","1","5","1",5,"9","14","1"
"14095","3","5","1","2","1",6,"9","14","1"
"14096","3","4","1","5","1",5,"4","14","1"
"14097","2","2","1","1","2",1,"18","4","1"
"14098","4","4","1","5","1",4,"16","10","1"
"14099","2","4","1","5","1",4,"2","14","1"
"14100","1","5","1","5","1",5,"3","14","1"
"14101","1","4","1","5","1",7,"2","14","1"
"14102","3","2","1","6","1",10,"7","14","1"
"14103","3","5","1","6","1",5,"1","14","1"
"14104","4","4","1","6","1",5,"4","5","1"
"14105","2","3","1","6","1",1,"1","14","1"
"14106","4","3","1","5","1",4,"4","14","2"
"14107","2","5","1","6","2",5,"3","5","1"
"14108","3","3","1","5","1",7,"11","16","1"
"14109","3","4","2","5","2",4,"4","14","1"
"14110","3","4","1","7","1",4,"9","10","1"
"14111","3","4","1","5","1",4,"3","12","1"
"14112","3","3","1","5","1",1,"18","4","2"
"14113","4","4","1","6","1",1,"17","5","1"
"14114","3","4","1","5","1",5,"9","14","1"
